Term,F,p,PartialEta2
Model,142.194883268308,7.26913452886347e-31,0.425236946516237
. Linear,94.2427746572385,3.4388823376611e-21,0.246363731761379
. Nonlinear,238.099100490448,5.58976624815438e-25,0.292259542925856
