Term,F,p,PartialEta2
Model,139.431560768949,1.35605502635768e-30,0.423980530613801
. Linear,121.188336869362,3.20431143213355e-24,0.298982654229983
. Nonlinear,175.918008568122,2.34451558959301e-21,0.236381360765691
