Term,F,p,PartialEta2
Model,29.0089675888245,1.47526991349891e-12,0.268556953445885
. Linear,43.4804028304597,2.89684367607105e-13,0.268407730907507
. Nonlinear,0.0660971055541827,0.797810552657509,0.000278781345673887
