Outcome,n,TD_mean,TD_sd,ASD_mean,ASD_sd,B_Age,B_GroupASD,B_Age_x_GroupASD,p_ASDvsTD,t_ASDvsTD,df_ASDvsTD,Diff_ASDminusTD,d_ASDminusTD,p_Age,p_GroupASD,p_Age_x_GroupASD,R2,R2Adj,F,p_F
WIAT_WR,79,112.85,8.0783026904774,108.820512820513,14.1883417577727,-0.807527702893543,-3.9799861212763,0.512815841376301,0.127363589793215,-1.54600591152055,59.9791580493202,-4.02948717948718,-0.350190900750941,0.238536892574257,0.129562314228913,0.602257199522403,0.050567936187994,0.0125906536355138,1.33153118889206,0.270507334693308
WIAT_RC,79,117.125,10.9079775558522,107.128205128205,15.654458734578,0.757505442797533,-10.0488662451085,-0.357836957938221,0.00161478566588158,-3.28546244492024,67.708884432523,-9.99679487179488,-0.742636834637064,0.345227705532991,0.00149006853714839,0.756471341426025,0.136973222011603,0.102452150892067,3.96781494807348,0.0110915014653079
WASI_FSIQ,79,116.125,9.92067899868108,111.846153846154,14.0554137566436,-0.427817032156419,-4.24409351348468,0.0852752386288607,0.12345639511286,-1.55971246092343,68.2025593116744,-4.27884615384616,-0.352501633908797,0.55518741142404,0.128041247660252,0.934908459263082,0.0380656058976799,-0.000411769866413003,0.989298390073748,0.402558115080419
WASI_PIQ,79,111.325,12.2042184804251,109.102564102564,13.2203887031694,-0.0578367780002817,-2.19764231613413,-0.427739134059833,0.440229768699305,-0.775868069832973,76.1544807493094,-2.2224358974359,-0.174776713482152,0.939306301086787,0.449754257301425,0.69622481515775,0.0128714524886031,-0.0266136894118527,0.325982176309571,0.806560502244391
WASI_VIQ,79,117.45,11.1974127048194,111.692307692308,16.3323280419925,-0.693074476678556,-5.72284252395591,0.607035219337984,0.0727443739983684,-1.82309867658886,67.0831630455139,-5.75769230769231,-0.412163112777065,0.406311079083828,0.075111659237027,0.613384280736995,0.0507003788400836,0.0127283939936869,1.33520486340587,0.269336803459779
