Row,ROI,Estimate,SE,tStat,pValue
(Intercept),Right_HG,0.142564130111714,0.095862652046966,1.48717072882427,0.145924000796981
Age_c,Right_HG,0.0531999156130415,0.0384733855494682,1.38277187861823,0.175494252437713
SC_c,Right_HG,-0.0402201230838617,0.0371511438447361,-1.0826079340101,0.286384921343416
Age_c:SC_c,Right_HG,0.020249059446394,0.0181004141938616,1.11870696601303,0.270884649994565
