Row,ROI,Estimate,SE,tStat,pValue
(Intercept),Right_PT,0.145488780696774,0.105662907638267,1.3769144153675,0.177282626450524
Age_c,Right_PT,0.00726800673925743,0.0424066067132506,0.171388547742171,0.864905329813176
SC_c,Right_PT,-0.0190682651995471,0.040949189250461,-0.465656721135996,0.644346013897413
Age_c:SC_c,Right_PT,-0.00542902127324481,0.0199508604481687,-0.272119655558172,0.787128916440832
