Row,ROI,Estimate,SE,tStat,pValue
(Intercept),Left_HG,0.287160795462012,0.101296844189772,2.834844439221,0.00756539827985936
Age_c,Left_HG,0.0446348382278494,0.0406543367853848,1.09791086898005,0.279739344039297
SC_c,Left_HG,-0.0308764778461684,0.0392571408067064,-0.786518763508465,0.436856879462274
Age_c:SC_c,Left_HG,0.0135849624404332,0.0191264772798863,0.710269969824468,0.482242800806794
