Term,F,p,PartialEta2
Model,8.34905059577946,7.34822887380518e-05,0.125083139565241
. Linear,0.605504146984339,0.548445333555697,0.00686481952119514
. Nonlinear,23.8361434933697,5.76768169883285e-06,0.119759743616025
. Lack of fit,6.75564831295576,0.298465851768677,0.299344641012053
