ROI,n,R2,R2_adj,dR2,F_change,p_change,b_Age,se_Age,t_Age,p_Age,b_SC,se_SC,t_SC,p_SC,b_AgeXSC,se_AgeXSC,t_AgeXSC,p_AgeXSC,slope_Ability25,se_Ability25,t_Ability25,p_Ability25,slope_Ability75,se_Ability75,t_Ability75,p_Ability75,Age_mean,Ability_p25_equivADOS75,Ability_p75_equivADOS25,q_AgeXSC
Right_PGa,39,0.386150986746509,0.333535357039067,0.308967398050387,17.6164801087624,0.000175813588240037,-0.130865456355629,0.0382398181940094,-3.42223008727928,0.00159735893131552,0.0282586510110476,0.0369256036616678,0.7652860944392,0.449231169697514,-0.0755098306099011,0.0179905287284784,-4.19719907900046,0.000175813588240037,-0.185077642434532,0.0447832927135025,-4.13273860005228,0.000212281320798091,-0.0340579812147297,0.0363603140429707,-0.936680062072067,0.355341832865649,12.607041025641,10,8,0.000175813588240037
