ROI,n,R2,R2_adj,dR2,F_change,p_change,b_Age,se_Age,t_Age,p_Age,b_SC,se_SC,t_SC,p_SC,b_AgeXSC,se_AgeXSC,t_AgeXSC,p_AgeXSC,slope_SC25,se_SC25,t_SC25,p_SC25,slope_SC75,se_SC75,t_SC75,p_SC75,slope_Ability25,se_Ability25,t_Ability25,p_Ability25,slope_Ability75,se_Ability75,t_Ability75,p_Ability75,Age_mean,SC_mean,SC_p25_ADOS,SC_p75_ADOS,Ability_p25_equivADOS75,Ability_p75_equivADOS25,q_AgeXSC
Right_AI,39,0.257375351358583,0.193721810046461,0.238193544570897,11.2260939294608,0.00194365284819886,-0.0185968303768828,0.0310393180641634,-0.5991378527853,0.552939644509053,0.0285318507388271,0.0299725681474421,0.951932133358482,0.347659445620147,-0.0489276791012083,0.0146029392847164,-3.35053636444388,0.00194365284819886,0.044130963342615,0.029513721711926,1.49526934533582,0.143807024725051,-0.0537243948598016,0.0363506661941374,-1.477948012641,0.148365041256733,-0.0537243948598016,0.0363506661941374,-1.477948012641,0.148365041256733,0.044130963342615,0.029513721711926,1.49526934533582,0.143807024725051,12.607041025641,9.28205128205128,8,10,10,8,0.00194365284819886
Right_OFC,39,0.313153089718712,0.254280497408887,0.298765833866477,15.2243593569407,0.000414320429243165,-0.0558756239897046,0.0392067602143794,-1.42515279722632,0.162970307744848,0.0435416134206124,0.0378593141104688,1.15008986411015,0.257904688141289,-0.071971172534904,0.0184454419319875,-3.9018405089061,0.000414320429243165,0.0363951100294032,0.0372797304309783,0.976270740390334,0.335630171472826,-0.107547235040405,0.0459156947378929,-2.34227611395912,0.0249823176219408,-0.107547235040405,0.0459156947378929,-2.34227611395912,0.0249823176219408,0.0363951100294032,0.0372797304309783,0.976270740390334,0.335630171472826,12.607041025641,9.28205128205128,8,10,10,8,0.000828640858486329
