ROI,n,R2,R2_adj,dR2,F_change,p_change,b_Age,se_Age,t_Age,p_Age,b_SC,se_SC,t_SC,p_SC,b_AgeXSC,se_AgeXSC,t_AgeXSC,p_AgeXSC,slope_Ability25,se_Ability25,t_Ability25,p_Ability25,slope_Ability75,se_Ability75,t_Ability75,p_Ability75,Age_mean,SC_mean,Ability25_equiv_ADOS75,Ability75_equiv_ADOS25,q_AgeXSC
Left_OFC,39,0.28115605057513,0.219540854910141,0.235228619036856,11.4531139517512,0.00177271328320094,-0.0379421803316076,0.0413958732219538,-0.916569149977138,0.365641118895287,0.0693479866306964,0.0399731923427915,1.73486235565077,0.0915648347356715,-0.0659093376697378,0.0194753448528864,-3.38424496036431,0.00177271328320094,-0.0852617048124449,0.0484794017122242,-1.75872023583463,0.0873665862005423,0.0465569705270306,0.039361247556063,1.18281237048492,0.244856286128386,12.607041025641,9.28205128205128,10,8,0.00177271328320094
Right_OFC,39,0.283455429411694,0.222037323361268,0.244582613626432,11.9467676238155,0.00145390429667569,-0.128960578841358,0.0517701673885932,-2.49102109084106,0.0176289185452002,0.0311572381139176,0.0499909458980866,0.623257623039098,0.537155847433303,-0.0841846451585821,0.024356096019006,-3.45640964351962,0.00145390429667569,-0.189400836903929,0.060628911681217,-3.12393595154382,0.00357403509411158,-0.021031546586765,0.0492256405288377,-0.427247799334254,0.671815910567375,12.607041025641,9.28205128205128,10,8,0.00177271328320094
