Term,F,p,PartialEta2
Model,10.6608556972356,6.45374618263361e-06,0.149148199033244
. Linear,4.56097722913191,0.0135112829316903,0.0476157757476122
. Nonlinear,22.8606126334431,8.48846167580917e-06,0.111345251860798
. Lack of fit,2.14434442648779,0.503193203179285,0.290020898461084
